user_id,event,timestamp,deposit_amount
23,app_opened,2025-05-04,
23,app_opened,2025-05-21,
24,sign_up,2025-10-14,
24,kyc_completed,2025-10-16,
25,sign_up,2025-02-26,
25,kyc_completed,2025-02-26,
25,first_deposit,2025-03-05,26.73
25,card_ordered,2025-03-06,
25,first_payment,2025-03-15,
25,app_opened,2025-06-10,
25,app_opened,2025-05-01,
25,app_opened,2025-06-18,
25,app_opened,2025-05-23,
25,app_opened,2025-05-31,
25,app_opened,2025-04-14,
25,app_opened,2025-04-24,
25,app_opened,2025-03-16,
25,app_opened,2025-06-10,
25,app_opened,2025-06-04,
25,app_opened,2025-03-18,
25,app_opened,2025-04-13,
25,app_opened,2025-05-24,
25,app_opened,2025-06-12,
25,app_opened,2025-05-05,
25,app_opened,2025-04-15,
25,app_opened,2025-05-17,
26,sign_up,2025-03-17,
26,kyc_completed,2025-03-19,
26,first_deposit,2025-03-25,950.35
26,card_ordered,2025-03-30,
26,first_payment,2025-04-09,
26,app_opened,2025-04-24,
26,app_opened,2025-05-26,
26,app_opened,2025-06-06,
26,app_opened,2025-05-05,
26,app_opened,2025-07-06,
26,app_opened,2025-06-22,
26,app_opened,2025-04-23,
26,app_opened,2025-04-28,
26,app_opened,2025-06-20,
26,app_opened,2025-06-17,
26,app_opened,2025-06-10,
26,app_opened,2025-04-23,
26,app_opened,2025-04-13,
26,app_opened,2025-06-20,
26,app_opened,2025-04-22,
26,app_opened,2025-07-12,
26,app_opened,2025-07-06,
26,app_opened,2025-07-14,
26,investment_started,2025-06-29,
27,sign_up,2025-01-24,
27,kyc_completed,2025-01-25,
27,first_deposit,2025-02-01,1074.44
27,card_ordered,2025-02-05,
27,first_payment,2025-02-11,
27,app_opened,2025-04-12,
27,app_opened,2025-04-06,
27,app_opened,2025-02-27,
28,sign_up,2025-06-18,
28,kyc_completed,2025-06-19,
28,first_deposit,2025-06-22,140.2
29,sign_up,2025-05-12,
29,kyc_completed,2025-05-13,
29,first_deposit,2025-05-17,245.18
29,card_ordered,2025-05-22,
29,first_payment,2025-05-25,
29,app_opened,2025-07-17,
29,app_opened,2025-08-14,
29,investment_started,2025-06-29,
30,sign_up,2025-07-26,
31,sign_up,2025-08-07,
31,kyc_completed,2025-08-07,
31,first_deposit,2025-08-08,1015.84
32,sign_up,2025-05-22,
32,kyc_completed,2025-05-24,
33,sign_up,2025-10-25,
34,sign_up,2025-09-17,
34,kyc_completed,2025-09-17,
34,first_deposit,2025-09-20,130.06
35,sign_up,2025-02-19,
36,sign_up,2025-01-01,
36,kyc_completed,2025-01-03,
37,sign_up,2025-06-09,
37,kyc_completed,2025-06-10,
38,sign_up,2025-07-20,
38,kyc_completed,2025-07-20,
38,first_deposit,2025-07-23,362.72
38,card_ordered,2025-07-28,
38,first_payment,2025-08-01,
38,app_opened,2025-09-09,
38,app_opened,2025-08-03,
38,app_opened,2025-10-19,
38,app_opened,2025-10-15,
38,app_opened,2025-09-17,
38,app_opened,2025-09-03,
38,app_opened,2025-10-25,
38,app_opened,2025-09-01,
38,app_opened,2025-10-09,
38,app_opened,2025-10-16,
38,app_opened,2025-10-18,
38,app_opened,2025-10-16,
38,app_opened,2025-08-17,
38,app_opened,2025-10-13,
38,app_opened,2025-08-07,
38,app_opened,2025-08-17,
39,sign_up,2025-09-12,
39,kyc_completed,2025-09-12,
39,first_deposit,2025-09-16,622.7
39,card_ordered,2025-09-17,
40,sign_up,2025-08-16,
40,kyc_completed,2025-08-17,
40,first_deposit,2025-08-19,135.13
41,sign_up,2025-02-20,
41,kyc_completed,2025-02-22,
42,sign_up,2025-11-12,
43,sign_up,2025-04-06,
44,sign_up,2025-01-11,
44,kyc_completed,2025-01-11,
44,first_deposit,2025-01-14,516.96
44,card_ordered,2025-01-19,
44,first_payment,2025-01-21,
44,app_opened,2025-02-16,
44,app_opened,2025-04-08,
44,app_opened,2025-03-11,
44,app_opened,2025-02-28,
44,app_opened,2025-05-01,
44,app_opened,2025-02-28,
44,app_opened,2025-02-12,
44,app_opened,2025-03-28,
44,app_opened,2025-03-03,
44,app_opened,2025-02-26,
44,app_opened,2025-04-24,
44,app_opened,2025-03-12,
44,app_opened,2025-02-11,
44,app_opened,2025-04-11,
44,app_opened,2025-03-20,
44,app_opened,2025-02-26,
45,sign_up,2025-12-28,
45,kyc_completed,2025-12-30,
45,first_deposit,2026-01-02,155.39
45,card_ordered,2026-01-05,
46,sign_up,2025-02-25,
47,sign_up,2025-06-09,
48,sign_up,2025-01-09,
48,kyc_completed,2025-01-10,
48,first_deposit,2025-01-16,530.71
48,card_ordered,2025-01-20,
48,first_payment,2025-01-30,
48,app_opened,2025-02-13,
48,app_opened,2025-02-06,
48,app_opened,2025-03-02,
48,app_opened,2025-02-01,
48,app_opened,2025-02-28,
48,app_opened,2025-04-11,
48,app_opened,2025-03-29,
48,app_opened,2025-04-18,
48,app_opened,2025-02-15,
48,app_opened,2025-03-31,
48,app_opened,2025-01-31,
48,app_opened,2025-04-15,
48,app_opened,2025-04-15,
48,app_opened,2025-03-18,
48,app_opened,2025-04-11,
48,app_opened,2025-04-22,
48,app_opened,2025-03-14,
49,sign_up,2025-04-23,
50,sign_up,2025-04-02,
51,sign_up,2025-10-01,
51,kyc_completed,2025-10-02,
51,first_deposit,2025-10-03,1213.83
51,card_ordered,2025-10-04,
52,sign_up,2025-08-12,
52,kyc_completed,2025-08-14,
52,first_deposit,2025-08-18,537.57
52,card_ordered,2025-08-23,
52,first_payment,2025-09-04,
52,app_opened,2025-10-21,
52,app_opened,2025-09-08,
52,app_opened,2025-09-21,
52,app_opened,2025-09-17,
52,app_opened,2025-10-15,
52,app_opened,2025-10-07,
52,app_opened,2025-09-23,
52,app_opened,2025-11-29,
52,app_opened,2025-09-22,
52,app_opened,2025-10-15,
52,app_opened,2025-12-04,
52,app_opened,2025-09-11,
52,app_opened,2025-11-25,
52,app_opened,2025-11-19,
52,app_opened,2025-09-10,
52,app_opened,2025-11-22,
52,app_opened,2025-11-19,
53,sign_up,2025-04-24,
53,kyc_completed,2025-04-26,
53,first_deposit,2025-05-03,124.16
53,card_ordered,2025-05-06,
53,first_payment,2025-05-18,
53,app_opened,2025-06-16,
53,app_opened,2025-07-19,
53,app_opened,2025-06-27,
53,app_opened,2025-06-26,
53,investment_started,2025-06-02,
54,sign_up,2025-11-01,
54,kyc_completed,2025-11-03,
54,first_deposit,2025-11-10,167.42
54,card_ordered,2025-11-14,
54,first_payment,2025-11-15,
54,app_opened,2025-12-08,
54,app_opened,2026-02-01,
54,app_opened,2026-01-15,
54,app_opened,2025-11-30,
54,app_opened,2025-11-19,
55,sign_up,2025-03-16,
56,sign_up,2025-06-12,
56,kyc_completed,2025-06-13,
56,first_deposit,2025-06-16,217.16
56,card_ordered,2025-06-19,
56,first_payment,2025-06-21,
56,app_opened,2025-08-10,
56,app_opened,2025-07-20,
57,sign_up,2025-02-19,
57,kyc_completed,2025-02-21,
58,sign_up,2025-07-16,
58,kyc_completed,2025-07-16,
58,first_deposit,2025-07-17,262.16
58,card_ordered,2025-07-19,
58,first_payment,2025-07-21,
58,app_opened,2025-10-26,
58,app_opened,2025-10-09,
58,app_opened,2025-09-15,
58,app_opened,2025-08-31,
58,app_opened,2025-10-12,
58,app_opened,2025-07-30,
58,app_opened,2025-10-11,
58,app_opened,2025-07-29,
58,app_opened,2025-09-30,
59,sign_up,2025-07-15,
60,sign_up,2025-09-11,
60,kyc_completed,2025-09-12,
61,sign_up,2025-06-26,
61,kyc_completed,2025-06-28,
61,first_deposit,2025-06-29,1172.85
62,sign_up,2025-06-14,
62,kyc_completed,2025-06-14,
62,first_deposit,2025-06-21,1110.07
62,card_ordered,2025-06-25,
62,first_payment,2025-07-03,
62,app_opened,2025-08-14,
62,app_opened,2025-10-08,
62,app_opened,2025-10-01,
62,app_opened,2025-08-18,
62,app_opened,2025-08-26,
62,app_opened,2025-08-31,
62,app_opened,2025-10-06,
62,app_opened,2025-07-19,
62,app_opened,2025-09-26,
63,sign_up,2025-06-16,
63,kyc_completed,2025-06-17,
63,first_deposit,2025-06-24,781.92
63,card_ordered,2025-06-29,
63,first_payment,2025-07-03,
63,app_opened,2025-08-22,
63,app_opened,2025-10-02,
63,app_opened,2025-07-21,
63,app_opened,2025-08-04,
63,app_opened,2025-08-28,
63,investment_started,2025-09-11,
64,sign_up,2025-08-18,
64,kyc_completed,2025-08-18,
64,first_deposit,2025-08-20,477.59
64,card_ordered,2025-08-22,
65,sign_up,2025-01-14,
65,kyc_completed,2025-01-15,
66,sign_up,2025-05-01,
66,kyc_completed,2025-05-03,
66,first_deposit,2025-05-06,999.31
66,card_ordered,2025-05-10,
66,first_payment,2025-05-20,
66,app_opened,2025-08-04,
66,app_opened,2025-07-13,
66,app_opened,2025-07-20,
66,app_opened,2025-05-26,
67,sign_up,2025-10-05,
68,sign_up,2025-11-21,
68,kyc_completed,2025-11-21,
69,sign_up,2025-09-28,
70,sign_up,2025-01-07,
70,kyc_completed,2025-01-08,
70,first_deposit,2025-01-14,763.6
70,card_ordered,2025-01-15,
70,first_payment,2025-01-27,
70,app_opened,2025-04-17,
70,app_opened,2025-03-04,
70,app_opened,2025-03-18,
70,app_opened,2025-03-16,
70,investment_started,2025-04-15,
71,sign_up,2025-06-20,
71,kyc_completed,2025-06-22,
72,sign_up,2025-12-03,
73,sign_up,2025-04-28,
73,kyc_completed,2025-04-28,
73,first_deposit,2025-04-29,1259.44
73,card_ordered,2025-05-01,
73,first_payment,2025-05-04,
73,app_opened,2025-07-08,
73,app_opened,2025-06-12,
73,app_opened,2025-06-21,
73,app_opened,2025-08-08,
73,app_opened,2025-06-23,
73,app_opened,2025-07-03,
73,app_opened,2025-08-04,
73,app_opened,2025-06-08,
73,app_opened,2025-07-28,
73,app_opened,2025-06-26,
73,app_opened,2025-08-09,
73,app_opened,2025-06-21,
73,app_opened,2025-06-24,
73,app_opened,2025-07-05,
73,app_opened,2025-06-09,
73,app_opened,2025-08-03,
73,app_opened,2025-07-14,
73,app_opened,2025-07-29,
73,app_opened,2025-05-20,
74,sign_up,2025-03-03,
74,kyc_completed,2025-03-04,
75,sign_up,2025-03-27,
75,kyc_completed,2025-03-28,
75,first_deposit,2025-04-01,257.34
75,card_ordered,2025-04-02,
76,sign_up,2025-01-18,
76,kyc_completed,2025-01-18,
77,sign_up,2025-09-05,
77,kyc_completed,2025-09-06,
77,first_deposit,2025-09-11,108.56
78,sign_up,2025-05-24,
78,kyc_completed,2025-05-25,
78,first_deposit,2025-05-31,280.67
78,card_ordered,2025-06-01,
78,first_payment,2025-06-03,
78,app_opened,2025-08-10,
78,app_opened,2025-07-19,
78,app_opened,2025-09-11,
78,app_opened,2025-07-20,
78,app_opened,2025-08-23,
78,app_opened,2025-07-24,
78,app_opened,2025-07-31,
78,app_opened,2025-09-11,
78,app_opened,2025-07-15,
78,app_opened,2025-08-13,
78,app_opened,2025-07-24,
78,app_opened,2025-08-25,
78,app_opened,2025-06-13,
78,app_opened,2025-06-29,
78,app_opened,2025-08-06,
78,app_opened,2025-08-31,
78,app_opened,2025-07-31,
79,sign_up,2025-07-25,
79,kyc_completed,2025-07-27,
79,first_deposit,2025-08-03,128.78
79,card_ordered,2025-08-08,
79,first_payment,2025-08-11,
79,app_opened,2025-10-15,
79,app_opened,2025-10-11,
79,app_opened,2025-10-28,
79,app_opened,2025-10-03,
80,sign_up,2025-03-09,
80,kyc_completed,2025-03-11,
80,first_deposit,2025-03-16,502.95
80,card_ordered,2025-03-19,
80,first_payment,2025-03-27,
80,app_opened,2025-05-05,
80,app_opened,2025-04-15,
80,app_opened,2025-05-09,
80,app_opened,2025-04-17,
80,app_opened,2025-06-03,
80,app_opened,2025-07-02,
80,app_opened,2025-04-08,
80,app_opened,2025-04-06,
80,investment_started,2025-04-24,
81,sign_up,2025-04-25,
81,kyc_completed,2025-04-25,
81,first_deposit,2025-05-01,108.42
82,sign_up,2025-09-16,
82,kyc_completed,2025-09-17,
82,first_deposit,2025-09-22,1715.23
82,card_ordered,2025-09-25,
82,first_payment,2025-10-04,
82,app_opened,2025-11-19,
82,app_opened,2025-12-02,
82,app_opened,2025-12-15,
82,app_opened,2025-11-03,
83,sign_up,2025-04-20,
83,kyc_completed,2025-04-22,
84,sign_up,2025-08-11,
84,kyc_completed,2025-08-12,
84,first_deposit,2025-08-19,1874.51
84,card_ordered,2025-08-22,
84,first_payment,2025-08-26,
84,app_opened,2025-12-04,
84,app_opened,2025-09-19,
84,app_opened,2025-10-14,
84,app_opened,2025-11-27,
84,app_opened,2025-11-03,
84,app_opened,2025-11-25,
84,app_opened,2025-11-03,
84,app_opened,2025-09-17,
84,app_opened,2025-10-18,
85,sign_up,2025-12-09,
85,kyc_completed,2025-12-10,
85,first_deposit,2025-12-17,24.42
85,card_ordered,2025-12-22,
85,first_payment,2026-01-05,
85,app_opened,2026-02-02,
85,app_opened,2026-03-09,
85,app_opened,2026-04-04,
85,app_opened,2026-01-06,
85,app_opened,2026-02-02,
85,app_opened,2026-03-06,
85,app_opened,2026-02-06,
85,investment_started,2026-01-27,
86,sign_up,2025-11-27,
86,kyc_completed,2025-11-27,
86,first_deposit,2025-11-30,444.76
87,sign_up,2025-10-28,
87,kyc_completed,2025-10-29,
87,first_deposit,2025-11-01,1174.47
87,card_ordered,2025-11-02,
87,first_payment,2025-11-11,
87,app_opened,2026-01-20,
87,app_opened,2025-11-24,
87,app_opened,2026-02-14,
87,app_opened,2025-12-18,
87,app_opened,2025-12-15,
87,app_opened,2025-11-20,
87,app_opened,2025-12-19,
87,app_opened,2026-01-12,
87,app_opened,2025-11-14,
87,app_opened,2026-01-16,
87,app_opened,2026-02-02,
87,app_opened,2025-11-14,
87,app_opened,2025-12-23,
87,app_opened,2025-11-29,
87,app_opened,2025-11-22,
87,investment_started,2026-01-26,
88,sign_up,2025-07-27,
88,kyc_completed,2025-07-27,
89,sign_up,2025-03-27,
89,kyc_completed,2025-03-27,
90,sign_up,2025-06-27,
90,kyc_completed,2025-06-29,
90,first_deposit,2025-06-30,227.24
90,card_ordered,2025-07-04,
91,sign_up,2025-11-27,
91,kyc_completed,2025-11-28,
92,sign_up,2025-12-10,
93,sign_up,2025-11-01,
93,kyc_completed,2025-11-02,
93,first_deposit,2025-11-07,1310.01
93,card_ordered,2025-11-09,
93,first_payment,2025-11-10,
93,app_opened,2026-01-04,
93,app_opened,2026-02-14,
93,app_opened,2025-12-14,
93,app_opened,2026-01-14,
93,app_opened,2025-12-02,
94,sign_up,2025-12-03,
94,kyc_completed,2025-12-05,
94,first_deposit,2025-12-09,314.96
94,card_ordered,2025-12-12,
95,sign_up,2025-02-18,
96,sign_up,2025-04-12,
96,kyc_completed,2025-04-12,
96,first_deposit,2025-04-13,226.11
97,sign_up,2025-10-15,
97,kyc_completed,2025-10-15,
97,first_deposit,2025-10-20,914.01
97,card_ordered,2025-10-22,
97,first_payment,2025-10-31,
97,app_opened,2026-02-02,
97,app_opened,2025-11-03,
97,app_opened,2025-12-13,
97,app_opened,2026-01-03,
97,app_opened,2025-12-22,
97,app_opened,2025-12-14,
97,app_opened,2025-11-08,
97,app_opened,2025-11-03,
97,app_opened,2025-12-03,
97,app_opened,2025-11-10,
97,app_opened,2026-02-02,
97,app_opened,2025-12-31,
97,app_opened,2026-01-11,
97,app_opened,2025-11-24,
97,app_opened,2026-02-02,
97,app_opened,2025-11-16,
97,app_opened,2026-01-02,
97,app_opened,2026-01-28,
97,app_opened,2025-11-15,
98,sign_up,2025-04-06,
99,sign_up,2025-03-01,
99,kyc_completed,2025-03-01,
99,first_deposit,2025-03-06,323.17
99,card_ordered,2025-03-11,
99,first_payment,2025-03-22,
99,app_opened,2025-06-20,
99,app_opened,2025-04-20,
99,app_opened,2025-06-23,
99,app_opened,2025-04-10,
99,app_opened,2025-04-13,
99,app_opened,2025-06-04,
99,app_opened,2025-06-04,
99,app_opened,2025-05-07,
99,investment_started,2025-05-28,
100,sign_up,2025-01-16,
100,kyc_completed,2025-01-17,
100,first_deposit,2025-01-18,886.93
100,card_ordered,2025-01-20,
100,first_payment,2025-01-29,
100,app_opened,2025-05-02,
100,app_opened,2025-03-27,
100,app_opened,2025-02-15,
100,app_opened,2025-04-04,
100,app_opened,2025-02-20,
100,app_opened,2025-01-31,
100,app_opened,2025-03-31,
100,app_opened,2025-04-10,
100,investment_started,2025-02-15,
101,sign_up,2025-01-15,
101,kyc_completed,2025-01-16,
102,sign_up,2025-10-07,
103,sign_up,2025-09-11,
103,kyc_completed,2025-09-11,
103,first_deposit,2025-09-18,491.14
103,card_ordered,2025-09-22,
103,first_payment,2025-09-28,
103,app_opened,2025-10-30,
104,sign_up,2025-07-09,
104,kyc_completed,2025-07-11,
104,first_deposit,2025-07-13,110.33
104,card_ordered,2025-07-17,
104,first_payment,2025-07-28,
104,app_opened,2025-08-02,
104,app_opened,2025-10-13,
104,app_opened,2025-09-25,
104,app_opened,2025-09-28,
105,sign_up,2025-12-14,
106,sign_up,2025-11-19,
106,kyc_completed,2025-11-21,
106,first_deposit,2025-11-26,1503.53
106,card_ordered,2025-11-28,
106,first_payment,2025-12-10,
106,app_opened,2026-03-08,
106,app_opened,2026-02-23,
106,app_opened,2025-12-14,
106,app_opened,2025-12-12,
106,app_opened,2026-02-12,
106,app_opened,2026-03-04,
106,app_opened,2026-01-14,
106,app_opened,2026-02-07,
107,sign_up,2025-10-18,
107,kyc_completed,2025-10-19,
107,first_deposit,2025-10-24,179.95
107,card_ordered,2025-10-28,
107,first_payment,2025-11-06,
107,app_opened,2026-02-02,
107,app_opened,2025-12-21,
107,app_opened,2025-12-12,
107,app_opened,2026-02-09,
107,app_opened,2026-02-03,
107,app_opened,2026-01-19,
107,app_opened,2026-01-18,
107,app_opened,2026-02-10,
107,app_opened,2025-12-17,
107,app_opened,2026-01-07,
107,app_opened,2025-11-12,
107,app_opened,2026-01-13,
107,app_opened,2025-12-12,
107,app_opened,2025-12-09,
107,app_opened,2025-12-19,
107,app_opened,2026-01-21,
107,app_opened,2025-12-12,
108,sign_up,2025-08-15,
108,kyc_completed,2025-08-17,
108,first_deposit,2025-08-22,184.8
108,card_ordered,2025-08-26,
109,sign_up,2025-04-24,
109,kyc_completed,2025-04-24,
109,first_deposit,2025-04-26,25.25
109,card_ordered,2025-04-29,
109,first_payment,2025-05-10,
109,app_opened,2025-06-05,
109,app_opened,2025-05-21,
109,app_opened,2025-06-24,
109,app_opened,2025-08-16,
109,app_opened,2025-06-29,
109,app_opened,2025-08-02,
109,app_opened,2025-05-28,
109,app_opened,2025-05-11,
109,app_opened,2025-06-02,
109,app_opened,2025-08-05,
109,app_opened,2025-06-01,
109,app_opened,2025-08-01,
109,app_opened,2025-07-31,
110,sign_up,2025-10-02,
110,kyc_completed,2025-10-02,
111,sign_up,2025-04-22,
111,kyc_completed,2025-04-22,
112,sign_up,2025-02-20,
113,sign_up,2025-10-17,
113,kyc_completed,2025-10-19,
113,first_deposit,2025-10-25,567.61
113,card_ordered,2025-10-26,
113,first_payment,2025-11-07,
113,app_opened,2025-12-05,
113,app_opened,2026-01-20,
113,app_opened,2025-11-13,
113,app_opened,2025-11-27,
113,app_opened,2026-02-06,
113,app_opened,2026-01-06,
113,app_opened,2025-11-09,
113,app_opened,2026-01-12,
113,app_opened,2026-01-13,
113,app_opened,2026-01-14,
113,app_opened,2025-11-23,
113,app_opened,2025-11-23,
113,app_opened,2026-01-24,
113,app_opened,2026-01-24,
113,app_opened,2025-11-15,
113,app_opened,2025-12-30,
113,investment_started,2025-11-18,
114,sign_up,2025-09-20,
114,kyc_completed,2025-09-22,
114,first_deposit,2025-09-26,251.43
114,card_ordered,2025-09-29,
114,first_payment,2025-10-03,
114,app_opened,2025-12-26,
114,app_opened,2026-01-09,
114,app_opened,2025-11-19,
114,app_opened,2025-10-05,
114,app_opened,2025-11-18,
114,app_opened,2025-11-04,
114,app_opened,2025-11-28,
114,app_opened,2025-10-08,
114,investment_started,2025-11-12,
115,sign_up,2025-02-08,
115,kyc_completed,2025-02-09,
115,first_deposit,2025-02-16,1508.76
116,sign_up,2025-01-08,
116,kyc_completed,2025-01-09,
116,first_deposit,2025-01-14,526.98
116,card_ordered,2025-01-18,
116,first_payment,2025-02-02,
116,app_opened,2025-03-03,
116,app_opened,2025-05-05,
116,app_opened,2025-04-13,
116,app_opened,2025-04-19,
116,app_opened,2025-02-22,
116,app_opened,2025-04-02,
116,app_opened,2025-04-11,
116,investment_started,2025-04-05,
117,sign_up,2025-06-21,
117,kyc_completed,2025-06-22,
117,first_deposit,2025-06-27,326.39
117,card_ordered,2025-07-02,
117,first_payment,2025-07-09,
117,app_opened,2025-08-16,
117,app_opened,2025-07-23,
117,app_opened,2025-08-27,
117,app_opened,2025-09-09,
117,app_opened,2025-08-14,
117,app_opened,2025-07-29,
118,sign_up,2025-03-01,
119,sign_up,2025-05-15,
119,kyc_completed,2025-05-17,
119,first_deposit,2025-05-24,176.06
120,sign_up,2025-02-03,
120,kyc_completed,2025-02-03,
121,sign_up,2025-11-17,
122,sign_up,2025-11-11,
123,sign_up,2025-06-03,
123,kyc_completed,2025-06-05,
124,sign_up,2025-10-22,
124,kyc_completed,2025-10-22,
124,first_deposit,2025-10-27,462.27
